src_ip,dst_ip,sport,dport,proto,size
192.168.1.223,192.168.1.1,44976,1900,1,104
192.168.1.1,192.168.1.223,44976,1900,1,104
192.168.1.223,192.168.1.1,443,2179,1,104
192.168.1.1,192.168.1.223,443,2179,1,104
192.168.1.249,224.0.0.251,47940,443,2,32
192.168.1.223,192.168.1.1,47940,443,1,104
192.168.1.1,192.168.1.223,47940,443,1,104
192.168.1.236,239.255.255.250,47940,443,2,32
192.168.1.193,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.193,443,47940,1,104
192.168.1.193,192.168.1.1,38557,33434,1,104
192.168.1.1,192.168.1.193,38557,33434,1,104
192.168.1.193,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.193,443,47940,1,104
192.168.1.192,192.168.1.1,46249,53,17,65
192.168.1.1,192.168.1.192,53,46249,17,369
192.168.1.192,23.21.93.232,38386,80,6,936
23.21.93.232,192.168.1.192,80,38386,6,4628
192.168.1.1,192.168.1.112,68,67,1,48
192.168.1.112,163.172.15.142,27623,25050,6,835
163.172.15.142,192.168.1.112,25050,27623,6,492
192.168.1.192,192.168.1.1,38344,53,17,59
192.168.1.1,192.168.1.192,53,38344,17,106
192.168.1.192,24.56.178.140,50828,123,17,228
192.168.1.223,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.223,443,47940,1,104
192.168.1.223,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.223,443,47940,1,104
192.168.1.223,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.223,443,47940,1,104
192.168.1.193,192.168.1.1,68,67,1,104
192.168.1.1,192.168.1.193,68,67,1,104
192.168.1.193,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.193,443,47940,1,104
192.168.1.193,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.193,443,47940,1,104
0.0.0.0,224.0.0.1,443,47940,2,32
192.168.1.192,239.255.255.250,443,47940,2,32
192.168.1.193,192.168.1.249,4545,49152,6,960
192.168.1.249,192.168.1.193,49152,4545,6,2876
192.168.1.193,192.168.1.223,4326,49153,6,555
192.168.1.223,192.168.1.193,49153,4326,6,3989
192.168.1.193,192.168.1.223,4327,49153,6,555
192.168.1.223,192.168.1.193,49153,4327,6,3989
192.168.1.193,192.168.1.249,4549,49152,6,454
192.168.1.249,192.168.1.193,49152,4549,6,1438
192.168.1.193,192.168.1.223,4329,49153,6,1110
192.168.1.223,192.168.1.193,49153,4329,6,7978
192.168.1.193,192.168.1.223,4331,49153,6,1110
192.168.1.223,192.168.1.193,49153,4331,6,7978
192.168.1.240,192.168.1.1,443,47940,1,84
192.168.1.1,192.168.1.240,443,47940,1,84
192.168.1.240,192.168.1.1,443,47940,1,84
192.168.1.1,192.168.1.240,443,47940,1,84
192.168.1.240,192.168.1.1,443,47940,1,84
192.168.1.1,192.168.1.240,443,47940,1,84
192.168.1.240,192.168.1.1,443,47940,1,84
192.168.1.1,192.168.1.240,443,47940,1,84
192.168.1.240,192.168.1.1,443,47940,1,84
192.168.1.1,192.168.1.240,443,47940,1,84
192.168.1.240,192.168.1.1,443,47940,1,84
192.168.1.1,192.168.1.240,443,47940,1,84
192.168.1.240,192.168.1.1,443,47940,1,84
192.168.1.1,192.168.1.240,443,47940,1,84
192.168.1.240,192.168.1.1,443,47940,1,84
192.168.1.1,192.168.1.240,443,47940,1,84
192.168.1.240,192.168.1.1,443,47940,1,84
192.168.1.1,192.168.1.240,443,47940,1,84
192.168.1.240,192.168.1.1,443,47940,1,84
192.168.1.1,192.168.1.240,443,47940,1,84
192.168.1.240,8.8.8.8,443,47940,1,84
8.8.8.8,192.168.1.240,443,47940,1,84
192.168.1.240,8.8.8.8,47940,443,1,84
8.8.8.8,192.168.1.240,47940,443,1,84
192.168.1.240,8.8.8.8,47940,443,1,84
8.8.8.8,192.168.1.240,47940,443,1,84
192.168.1.240,8.8.8.8,47940,443,1,84
8.8.8.8,192.168.1.240,47940,443,1,84
192.168.1.240,8.8.8.8,47940,443,1,84
8.8.8.8,192.168.1.240,47940,443,1,84
192.168.1.240,208.67.220.220,47940,443,1,84
208.67.220.220,192.168.1.240,47940,443,1,84
192.168.1.240,208.67.220.220,47940,443,1,84
208.67.220.220,192.168.1.240,47940,443,1,84
192.168.1.240,208.67.220.220,47940,443,1,84
208.67.220.220,192.168.1.240,47940,443,1,84
192.168.1.240,208.67.220.220,47940,443,1,84
208.67.220.220,192.168.1.240,47940,443,1,84
192.168.1.240,208.67.220.220,47940,443,1,84
208.67.220.220,192.168.1.240,47940,443,1,84
192.168.1.240,8.8.8.8,47166,53,17,122
8.8.8.8,192.168.1.240,53,47166,17,166
192.168.1.240,93.184.216.34,55145,80,6,216
93.184.216.34,192.168.1.240,80,55145,6,112
192.168.1.240,8.8.8.8,39977,53,17,122
8.8.8.8,192.168.1.240,53,39977,17,166
192.168.1.240,93.184.216.34,55146,80,6,216
93.184.216.34,192.168.1.240,80,55146,6,112
192.168.1.240,8.8.8.8,37443,53,17,122
8.8.8.8,192.168.1.240,53,37443,17,166
192.168.1.240,93.184.216.34,55147,80,6,216
93.184.216.34,192.168.1.240,80,55147,6,112
192.168.1.192,192.168.1.1,54120,53,17,59
192.168.1.1,192.168.1.192,53,54120,17,106
192.168.1.192,24.56.178.140,53345,123,17,228
192.168.1.249,224.0.0.251,47940,443,2,32
192.168.1.223,192.168.1.1,43446,33434,1,104
192.168.1.1,192.168.1.223,43446,33434,1,104
192.168.1.223,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.223,443,47940,1,104
192.168.1.223,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.223,443,47940,1,104
192.168.1.193,239.255.255.250,443,47940,2,32
192.168.1.236,239.255.255.250,443,47940,2,32
192.168.1.241,195.154.199.173,443,47940,1,84
195.154.199.173,192.168.1.241,443,47940,1,84
192.168.1.249,239.255.255.250,443,47940,2,32
192.168.1.241,195.154.199.173,443,47940,1,84
192.168.1.236,224.0.1.60,443,47940,2,32
195.154.199.173,192.168.1.241,443,47940,1,84
192.168.1.223,239.255.255.250,443,47940,2,32
192.168.1.241,195.154.199.173,443,47940,1,84
195.154.199.173,192.168.1.241,443,47940,1,84
192.168.1.193,192.168.1.1,2179,443,1,104
192.168.1.1,192.168.1.193,2179,443,1,104
192.168.1.193,192.168.1.1,47940,443,1,104
192.168.1.1,192.168.1.193,47940,443,1,104
192.168.1.193,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.193,443,47940,1,104
192.168.1.118,8.8.8.8,30424,53,17,58
192.168.1.118,192.168.1.1,30424,53,17,58
8.8.8.8,192.168.1.118,53,30424,17,122
192.168.1.1,192.168.1.118,53,30424,17,516
192.168.1.118,198.60.22.240,48999,123,17,76
198.60.22.240,192.168.1.118,123,48999,17,76
192.168.1.118,8.8.8.8,30425,53,17,58
192.168.1.118,192.168.1.1,30425,53,17,58
192.168.1.1,192.168.1.118,53,30425,17,122
8.8.8.8,192.168.1.118,53,30425,17,122
192.168.1.118,121.0.0.42,48999,123,17,456
121.0.0.42,192.168.1.118,123,48999,17,456
192.168.1.192,192.168.1.1,32823,53,17,59
192.168.1.1,192.168.1.192,53,32823,17,106
192.168.1.192,24.56.178.140,55856,123,17,228
24.56.178.140,192.168.1.192,123,55856,17,76
192.168.1.223,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.223,443,47940,1,104
192.168.1.223,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.223,443,47940,1,104
192.168.1.223,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.223,443,47940,1,104
192.168.1.196,192.168.1.1,4421,53,17,58
192.168.1.1,192.168.1.196,53,4421,17,122
192.168.1.196,202.127.210.37,4420,123,17,76
202.127.210.37,192.168.1.196,123,4420,17,76
192.168.1.193,192.168.1.1,5228,33735,1,104
192.168.1.1,192.168.1.193,5228,33735,1,104
192.168.1.193,192.168.1.1,5228,33735,1,104
192.168.1.1,192.168.1.193,5228,33735,1,104
192.168.1.193,192.168.1.1,43446,33434,1,104
192.168.1.1,192.168.1.193,43446,33434,1,104
0.0.0.0,224.0.0.1,443,47940,2,32
192.168.1.192,239.255.255.250,443,47940,2,32
192.168.1.192,192.168.1.1,41552,53,17,59
192.168.1.1,192.168.1.192,53,41552,17,106
192.168.1.192,24.56.178.140,48430,123,17,228
24.56.178.140,192.168.1.192,123,48430,17,76
192.168.1.193,192.168.1.223,4334,49153,6,555
192.168.1.223,192.168.1.193,49153,4334,6,3989
192.168.1.193,192.168.1.249,4556,49152,6,454
192.168.1.249,192.168.1.193,49152,4556,6,1438
192.168.1.193,192.168.1.223,4337,49153,6,555
192.168.1.223,192.168.1.193,49153,4337,6,3989
192.168.1.193,192.168.1.249,4559,49152,6,454
192.168.1.249,192.168.1.193,49152,4559,6,1438
192.168.1.193,192.168.1.223,4339,49153,6,1110
192.168.1.223,192.168.1.193,49153,4339,6,7978
192.168.1.193,192.168.1.223,4341,49153,6,1110
192.168.1.223,192.168.1.193,49153,4341,6,7978
192.168.1.249,239.255.255.250,443,47940,2,32
192.168.1.223,239.255.255.250,443,47940,2,32
192.168.1.193,239.255.255.250,4500,45485,2,32
192.168.1.249,224.0.0.251,4500,45485,2,32
192.168.1.236,239.255.255.250,443,47940,2,32
192.168.1.236,224.0.1.60,443,2179,2,32
192.168.1.223,192.168.1.1,47940,443,1,104
192.168.1.1,192.168.1.223,47940,443,1,104
192.168.1.223,192.168.1.1,40179,5222,1,104
192.168.1.1,192.168.1.223,40179,5222,1,104
192.168.1.223,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.223,443,47940,1,104
192.168.1.193,192.168.1.1,38228,443,1,104
192.168.1.1,192.168.1.193,38228,443,1,104
192.168.1.193,192.168.1.1,38228,443,1,104
192.168.1.1,192.168.1.193,38228,443,1,104
192.168.1.193,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.193,443,47940,1,104
192.168.1.192,216.229.0.179,35141,123,17,228
216.229.0.179,192.168.1.192,123,35141,17,228
192.168.1.241,195.154.199.173,47940,443,1,84
195.154.199.173,192.168.1.241,443,47940,1,84
192.168.1.241,195.154.199.173,4124,3478,1,84
195.154.199.173,192.168.1.241,443,47940,1,84
192.168.1.241,195.154.199.173,2179,443,1,84
195.154.199.173,192.168.1.241,443,47940,1,84
192.168.1.223,192.168.1.1,33735,5228,1,104
192.168.1.1,192.168.1.223,33735,5228,1,104
192.168.1.223,192.168.1.1,43446,33434,1,104
192.168.1.1,192.168.1.223,43446,33434,1,104
192.168.1.223,192.168.1.1,47940,443,1,104
192.168.1.1,192.168.1.223,47940,443,1,104
192.168.1.192,192.168.1.1,58206,53,17,65
192.168.1.1,192.168.1.192,53,58206,17,369
192.168.1.192,23.21.93.232,38447,80,6,832
23.21.93.232,192.168.1.192,80,38447,6,4473
192.168.1.193,192.168.1.1,44976,1900,1,104
192.168.1.1,192.168.1.193,44976,1900,1,104
192.168.1.193,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.193,443,47940,1,104
192.168.1.193,192.168.1.1,40179,5222,1,104
192.168.1.1,192.168.1.193,40179,5222,1,104
192.168.1.239,64.233.189.188,59379,5228,6,472
64.233.189.188,192.168.1.239,5228,59379,6,424
0.0.0.0,224.0.0.1,443,47940,2,32
192.168.1.192,239.255.255.250,47940,443,2,32
192.168.1.239,64.233.189.188,57911,5228,6,632
192.168.1.192,192.168.1.1,47558,53,17,59
192.168.1.1,192.168.1.192,53,47558,17,224
192.168.1.192,132.163.4.102,60558,123,17,228
132.163.4.102,192.168.1.192,123,60558,17,228
192.168.1.236,239.255.255.250,40179,5222,2,32
192.168.1.236,224.0.1.60,5228,33735,2,32
192.168.1.249,239.255.255.250,5228,33735,2,32
192.168.1.223,192.168.1.1,47940,443,1,104
192.168.1.1,192.168.1.223,47940,443,1,104
192.168.1.223,192.168.1.1,4500,45485,1,104
192.168.1.1,192.168.1.223,4500,45485,1,104
192.168.1.223,239.255.255.250,33735,5228,2,32
192.168.1.223,192.168.1.1,47940,443,1,104
192.168.1.1,192.168.1.223,47940,443,1,104
192.168.1.193,239.255.255.250,443,47940,2,32
192.168.1.249,224.0.0.251,38297,443,2,32
192.168.1.193,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.193,443,47940,1,104
192.168.1.193,192.168.1.1,5222,27477,1,104
192.168.1.1,192.168.1.193,5222,27477,1,104
192.168.1.193,192.168.1.1,43446,33434,1,104
192.168.1.1,192.168.1.193,43446,33434,1,104
192.168.1.240,192.168.1.1,443,47940,1,84
192.168.1.1,192.168.1.240,443,47940,1,84
192.168.1.240,192.168.1.1,40179,5222,1,84
192.168.1.1,192.168.1.240,40179,5222,1,84
192.168.1.240,192.168.1.1,40179,5222,1,84
192.168.1.1,192.168.1.240,40179,5222,1,84
192.168.1.240,192.168.1.1,40179,5222,1,84
192.168.1.1,192.168.1.240,40179,5222,1,84
192.168.1.240,192.168.1.1,40179,5222,1,84
192.168.1.1,192.168.1.240,40179,5222,1,84
192.168.1.240,192.168.1.1,40179,5222,1,84
192.168.1.1,192.168.1.240,40179,5222,1,84
192.168.1.240,192.168.1.1,40179,5222,1,84
192.168.1.1,192.168.1.240,40179,5222,1,84
192.168.1.240,192.168.1.1,40179,5222,1,84
192.168.1.1,192.168.1.240,40179,5222,1,84
192.168.1.240,192.168.1.1,40179,5222,1,84
192.168.1.1,192.168.1.240,40179,5222,1,84
192.168.1.240,192.168.1.1,40179,5222,1,84
192.168.1.1,192.168.1.240,40179,5222,1,84
192.168.1.240,8.8.8.8,40179,5222,1,84
8.8.8.8,192.168.1.240,40179,5222,1,84
192.168.1.240,8.8.8.8,40179,5222,1,84
8.8.8.8,192.168.1.240,47940,443,1,84
192.168.1.240,8.8.8.8,47940,443,1,84
8.8.8.8,192.168.1.240,47940,443,1,84
192.168.1.240,8.8.8.8,47940,443,1,84
8.8.8.8,192.168.1.240,47940,443,1,84
192.168.1.240,8.8.8.8,47940,443,1,84
8.8.8.8,192.168.1.240,47940,443,1,84
192.168.1.240,208.67.220.220,47940,443,1,84
208.67.220.220,192.168.1.240,47940,443,1,84
192.168.1.240,208.67.220.220,47940,443,1,84
208.67.220.220,192.168.1.240,47940,443,1,84
192.168.1.240,208.67.220.220,47940,443,1,84
208.67.220.220,192.168.1.240,47940,443,1,84
192.168.1.240,208.67.220.220,47940,443,1,84
208.67.220.220,192.168.1.240,47940,443,1,84
192.168.1.240,208.67.220.220,47940,443,1,84
208.67.220.220,192.168.1.240,47940,443,1,84
192.168.1.240,8.8.8.8,60204,53,17,122
8.8.8.8,192.168.1.240,53,60204,17,166
192.168.1.240,93.184.216.34,38684,80,6,216
93.184.216.34,192.168.1.240,80,38684,6,112
192.168.1.240,8.8.8.8,45965,53,17,244
8.8.8.8,192.168.1.240,53,45965,17,332
192.168.1.240,93.184.216.34,38685,80,6,216
93.184.216.34,192.168.1.240,80,38685,6,112
192.168.1.240,8.8.8.8,59528,53,17,122
8.8.8.8,192.168.1.240,53,59528,17,166
192.168.1.240,93.184.216.34,38686,80,6,216
93.184.216.34,192.168.1.240,80,38686,6,112
192.168.1.192,192.168.1.1,43716,53,17,59
192.168.1.1,192.168.1.192,53,43716,17,224
192.168.1.192,24.56.178.140,55719,123,17,228
24.56.178.140,192.168.1.192,123,55719,17,228
192.168.1.193,192.168.1.249,3749,49152,6,908
192.168.1.193,192.168.1.249,3750,49152,6,1362
192.168.1.249,192.168.1.193,49152,3749,6,2876
192.168.1.249,192.168.1.193,49152,3750,6,4314
192.168.1.193,192.168.1.223,3670,49153,6,555
192.168.1.223,192.168.1.193,49153,3670,6,3989
192.168.1.193,192.168.1.223,3673,49153,6,1110
192.168.1.223,192.168.1.193,49153,3673,6,7978
192.168.1.193,192.168.1.223,3674,49153,6,1110
192.168.1.223,192.168.1.193,49153,3674,6,7978
192.168.1.193,192.168.1.223,3675,49153,6,555
192.168.1.223,192.168.1.193,49153,3675,6,3989
192.168.1.239,172.217.25.46,59436,443,6,150
192.168.1.223,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.223,443,47940,1,104
192.168.1.223,192.168.1.1,47940,443,1,104
192.168.1.1,192.168.1.223,47940,443,1,104
192.168.1.223,192.168.1.1,2179,443,1,104
192.168.1.1,192.168.1.223,2179,443,1,104
192.168.1.193,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.193,443,47940,1,104
192.168.1.193,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.193,443,47940,1,104
192.168.1.193,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.193,443,47940,1,104
192.168.1.118,8.8.8.8,30426,53,17,58
192.168.1.118,192.168.1.1,30426,53,17,58
8.8.8.8,192.168.1.118,53,30426,17,122
192.168.1.1,192.168.1.118,53,30426,17,512
192.168.1.118,198.55.111.5,48999,123,17,228
198.55.111.5,192.168.1.118,123,48999,17,228
0.0.0.0,224.0.0.1,443,2179,2,32
192.168.1.192,192.168.1.1,50807,53,17,59
192.168.1.1,192.168.1.192,53,50807,17,106
192.168.1.192,24.56.178.140,50140,123,17,228
192.168.1.192,239.255.255.250,443,47940,2,32
192.168.1.240,192.168.1.1,37243,53,17,74
192.168.1.1,192.168.1.240,53,37243,17,312
192.168.1.240,54.239.26.180,55053,443,6,3656
54.239.26.180,192.168.1.240,443,55053,6,3684
192.168.1.241,195.154.199.173,443,47940,1,84
195.154.199.173,192.168.1.241,443,47940,1,84
192.168.1.241,195.154.199.173,443,47940,1,84
195.154.199.173,192.168.1.241,443,47940,1,84
192.168.1.241,195.154.199.173,443,47940,1,84
195.154.199.173,192.168.1.241,443,2179,1,84
192.168.1.249,239.255.255.250,47940,443,2,32
192.168.1.249,224.0.0.251,443,47940,2,32
192.168.1.223,192.168.1.1,38557,33434,1,104
192.168.1.1,192.168.1.223,38557,33434,1,104
192.168.1.223,239.255.255.250,42284,5222,2,32
192.168.1.223,192.168.1.1,42284,5222,1,104
192.168.1.1,192.168.1.223,42284,5222,1,104
192.168.1.236,239.255.255.250,42284,5222,2,32
192.168.1.223,192.168.1.1,47940,443,1,104
192.168.1.1,192.168.1.223,47940,443,1,104
192.168.1.236,224.0.1.60,443,47940,2,32
192.168.1.193,239.255.255.250,443,47940,2,32
192.168.1.193,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.193,443,47940,1,104
192.168.1.193,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.193,443,47940,1,104
192.168.1.193,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.193,443,47940,1,104
192.168.1.192,192.168.1.1,51392,53,17,59
192.168.1.1,192.168.1.192,53,51392,17,106
192.168.1.192,24.56.178.140,40315,123,17,228
192.168.1.223,192.168.1.1,443,2179,1,104
192.168.1.1,192.168.1.223,443,2179,1,104
192.168.1.223,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.223,443,47940,1,104
192.168.1.223,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.223,443,47940,1,104
192.168.1.193,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.193,443,47940,1,104
192.168.1.193,192.168.1.1,45569,123,1,104
192.168.1.1,192.168.1.193,45569,123,1,104
192.168.1.193,192.168.1.1,38557,33434,1,104
192.168.1.1,192.168.1.193,38557,33434,1,104
192.168.1.193,192.168.1.249,3759,49152,6,908
192.168.1.249,192.168.1.193,49152,3759,6,2876
192.168.1.193,192.168.1.223,3680,49153,6,1083
192.168.1.223,192.168.1.193,49153,3680,6,4510
192.168.1.193,192.168.1.223,3681,49153,6,2183
192.168.1.223,192.168.1.193,49153,3681,6,12428
192.168.1.193,192.168.1.223,3682,49153,6,555
192.168.1.223,192.168.1.193,49153,3682,6,3989
192.168.1.193,192.168.1.223,3684,49153,6,1665
192.168.1.223,192.168.1.193,49153,3684,6,11967
192.168.1.192,192.168.1.1,39205,53,17,59
192.168.1.1,192.168.1.192,53,39205,17,106
192.168.1.192,24.56.178.140,58159,123,17,228
0.0.0.0,224.0.0.1,58159,123,2,32
192.168.1.192,239.255.255.250,38228,443,2,32
192.168.1.236,224.0.1.60,42284,5222,2,32
192.168.1.236,239.255.255.250,443,47940,2,32
192.168.1.249,239.255.255.250,443,47940,2,32
192.168.1.223,239.255.255.250,443,47940,2,32
192.168.1.249,224.0.0.251,47940,443,2,32
192.168.1.223,192.168.1.1,47940,443,1,104
192.168.1.1,192.168.1.223,47940,443,1,104
192.168.1.192,192.168.1.1,56629,53,17,65
192.168.1.1,192.168.1.192,53,56629,17,369
192.168.1.192,50.17.200.36,42115,80,6,832
50.17.200.36,192.168.1.192,80,42115,6,4642
192.168.1.223,192.168.1.1,42115,80,1,104
192.168.1.1,192.168.1.223,42115,80,1,104
192.168.1.193,239.255.255.250,44976,1900,2,32
192.168.1.223,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.223,443,47940,1,104
192.168.1.1,192.168.1.112,47940,443,1,48
192.168.1.193,192.168.1.1,28987,56700,1,104
192.168.1.1,192.168.1.193,28987,56700,1,104
192.168.1.193,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.193,443,47940,1,104
192.168.1.193,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.193,443,47940,1,104
192.168.1.192,192.168.1.1,54880,53,17,59
192.168.1.1,192.168.1.192,53,54880,17,224
192.168.1.192,24.56.178.140,51172,123,17,228
192.168.1.241,195.154.199.173,2179,443,1,84
195.154.199.173,192.168.1.241,47940,443,1,84
192.168.1.241,195.154.199.173,443,47940,1,84
195.154.199.173,192.168.1.241,47940,443,1,84
192.168.1.241,195.154.199.173,443,47940,1,84
195.154.199.173,192.168.1.241,47940,443,1,84
192.168.1.1,192.168.1.112,443,47940,1,48
192.168.1.223,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.223,443,47940,1,104
192.168.1.223,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.223,443,47940,1,104
192.168.1.223,192.168.1.1,443,47940,1,104
192.168.1.1,192.168.1.223,443,47940,1,104
192.168.1.193,192.168.1.1,47940,443,1,104
192.168.1.1,192.168.1.193,47940,443,1,104
192.168.1.193,192.168.1.1,47940,443,1,104
192.168.1.1,192.168.1.193,47940,443,1,104
192.168.1.240,192.168.1.1,443,47940,1,84
192.168.1.1,192.168.1.240,443,47940,1,84
192.168.1.240,192.168.1.1,443,47940,1,84
192.168.1.1,192.168.1.240,443,47940,1,84
192.168.1.240,192.168.1.1,443,47940,1,84
192.168.1.1,192.168.1.240,443,47940,1,84
192.168.1.240,192.168.1.1,443,47940,1,84
192.168.1.1,192.168.1.240,443,47940,1,84
192.168.1.240,192.168.1.1,443,47940,1,84
192.168.1.1,192.168.1.240,443,47940,1,84
192.168.1.240,192.168.1.1,443,47940,1,84
192.168.1.1,192.168.1.240,443,47940,1,84
192.168.1.240,192.168.1.1,443,47940,1,84
192.168.1.1,192.168.1.240,443,47940,1,84
192.168.1.240,192.168.1.1,443,47940,1,84
192.168.1.1,192.168.1.240,443,47940,1,84
192.168.1.240,192.168.1.1,443,47940,1,84
192.168.1.1,192.168.1.240,443,47940,1,84
192.168.1.240,192.168.1.1,443,47940,1,84
192.168.1.1,192.168.1.240,443,47940,1,84
192.168.1.240,8.8.8.8,443,47940,1,84
8.8.8.8,192.168.1.240,443,47940,1,84
192.168.1.240,8.8.8.8,443,47940,1,84
8.8.8.8,192.168.1.240,443,47940,1,84
192.168.1.240,8.8.8.8,443,47940,1,84
8.8.8.8,192.168.1.240,443,47940,1,84
192.168.1.240,8.8.8.8,443,47940,1,84
8.8.8.8,192.168.1.240,443,47940,1,84
192.168.1.240,8.8.8.8,443,47940,1,84
8.8.8.8,192.168.1.240,443,47940,1,84
192.168.1.240,208.67.220.220,443,47940,1,84
208.67.220.220,192.168.1.240,443,47940,1,84
192.168.1.240,208.67.220.220,443,47940,1,84
208.67.220.220,192.168.1.240,443,47940,1,84
192.168.1.240,208.67.220.220,47940,443,1,84
208.67.220.220,192.168.1.240,47940,443,1,84
192.168.1.240,208.67.220.220,47940,443,1,84
208.67.220.220,192.168.1.240,47940,443,1,84
192.168.1.240,208.67.220.220,47940,443,1,84
208.67.220.220,192.168.1.240,47940,443,1,84
192.168.1.240,8.8.8.8,42374,53,17,122
8.8.8.8,192.168.1.240,53,42374,17,166
192.168.1.240,93.184.216.34,41058,80,6,216
192.168.1.193,192.168.1.1,41058,80,1,104
192.168.1.1,192.168.1.193,41058,80,1,104
93.184.216.34,192.168.1.240,80,41058,6,112
192.168.1.240,8.8.8.8,48921,53,17,122
8.8.8.8,192.168.1.240,53,48921,17,166
192.168.1.240,93.184.216.34,41059,80,6,216
93.184.216.34,192.168.1.240,80,41059,6,112
192.168.1.240,8.8.8.8,39293,53,17,122
8.8.8.8,192.168.1.240,53,39293,17,166
192.168.1.240,93.184.216.34,41060,80,6,216
93.184.216.34,192.168.1.240,80,41060,6,112
192.168.1.192,192.168.1.1,33588,53,17,59
192.168.1.1,192.168.1.192,53,33588,17,106
192.168.1.192,24.56.178.140,59166,123,17,228
192.168.1.1,192.168.1.112,443,47940,1,48
192.168.1.239,172.217.25.46,36723,443,6,2215
172.217.25.46,192.168.1.239,443,36723,6,5831
0.0.0.0,224.0.0.1,993,51432,2,32
192.168.1.192,239.255.255.250,47940,443,2,32
192.168.1.193,192.168.1.223,4673,49153,6,1110
192.168.1.223,192.168.1.193,49153,4673,6,7978
